Nome do Item,Classificação do Produto,Valor em Reais (R$),Quantidade em Estoque,Nome da Loja,Data da Venda
Pó compacto,Eletrônicos,29.8,23,Filial 6,2023-05-09 18:58:06.794203
Corretivo,Alimentos,92.08,72,Filial 4,2023-02-24 18:58:06.794203
Blush em pó,Roupas,33.05,71,Filial 6,2022-09-13 18:58:06.794203
Máscara de cílios,Eletrodomésticos,92.17,18,Filial 1,2023-03-25 18:58:06.794203
Pó compacto,Alimentos,47.13,32,Filial 7,2023-04-13 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,77.71,58,Filial 5,2023-02-27 18:58:06.794203
Batom matte,Eletrônicos,85.66,67,Filial 3,2023-01-14 18:58:06.794203
Máscara de cílios,Roupas,30.0,83,Filial 8,2023-07-26 18:58:06.794203
Máscara de cílios,Eletrodomésticos,57.18,94,Filial 6,2023-01-04 18:58:06.794203
Corretivo,Roupas,46.14,36,Filial 9,2023-07-07 18:58:06.794203
Pó compacto,Roupas,94.89,3,Filial 2,2023-06-10 18:58:06.794203
Batom matte,Alimentos,67.51,47,Filial 10,2022-10-17 18:58:06.794203
Base líquida,Eletrônicos,65.67,13,Filial 4,2023-05-08 18:58:06.794203
Batom matte,Roupas,31.73,86,Filial 5,2022-10-20 18:58:06.794203
Máscara de cílios,Eletrônicos,94.35,59,Filial 7,2022-10-16 18:58:06.794203
Delineador líquido,Eletrônicos,43.73,73,Filial 7,2022-09-09 18:58:06.794203
Blush em pó,Roupas,63.5,28,Filial 7,2023-07-29 18:58:06.794203
Batom líquido,Eletrônicos,44.96,3,Filial 9,2022-11-12 18:58:06.794203
Blush em pó,Alimentos,34.94,80,Filial 1,2022-10-14 18:58:06.794203
Batom líquido,Eletrônicos,52.18,40,Filial 5,2022-10-19 18:58:06.794203
Máscara de cílios,Alimentos,31.61,59,Filial 3,2022-12-08 18:58:06.794203
Batom matte,Eletrodomésticos,17.25,69,Filial 1,2023-02-04 18:58:06.794203
Sombra de olhos,Eletrodomésticos,60.15,81,Filial 6,2023-05-24 18:58:06.794203
Batom matte,Roupas,3.48,24,Filial 1,2023-02-14 18:58:06.794203
Corretivo,Alimentos,55.1,17,Filial 7,2022-12-29 18:58:06.794203
Base líquida,Eletrodomésticos,28.6,58,Filial 6,2023-01-30 18:58:06.794203
Máscara de cílios,Eletrodomésticos,28.25,93,Filial 7,2023-04-19 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,9.53,43,Filial 8,2023-06-18 18:58:06.794203
Batom líquido,Eletrônicos,23.71,90,Filial 10,2023-03-12 18:58:06.794203
Batom líquido,Roupas,20.62,22,Filial 8,2022-12-30 18:58:06.794203
Base líquida,Roupas,10.97,62,Filial 3,2023-06-18 18:58:06.794203
Blush em pó,Eletrônicos,46.84,89,Filial 7,2022-09-13 18:58:06.794203
Base líquida,Alimentos,33.96,24,Filial 9,2023-07-01 18:58:06.794203
Batom matte,Eletrodomésticos,63.3,22,Filial 1,2023-08-07 18:58:06.794203
Lápis de sobrancelha,Roupas,45.95,59,Filial 1,2023-08-25 18:58:06.794203
Base líquida,Eletrônicos,71.21,8,Filial 4,2023-03-30 18:58:06.794203
Base líquida,Eletrônicos,30.66,1,Filial 1,2023-02-08 18:58:06.794203
Sombra de olhos,Roupas,90.05,42,Filial 9,2022-11-26 18:58:06.794203
Máscara de cílios,Roupas,88.08,4,Filial 9,2023-08-23 18:58:06.794203
Corretivo,Eletrônicos,38.48,29,Filial 9,2023-05-21 18:58:06.794203
Base líquida,Eletrônicos,57.37,27,Filial 4,2023-04-19 18:58:06.794203
Máscara de cílios,Alimentos,18.84,7,Filial 4,2023-07-21 18:58:06.794203
Corretivo,Alimentos,95.89,28,Filial 5,2022-12-05 18:58:06.794203
Corretivo,Eletrodomésticos,52.67,31,Filial 6,2023-07-08 18:58:06.794203
Batom matte,Roupas,8.43,98,Filial 9,2023-01-31 18:58:06.794203
Lápis de sobrancelha,Alimentos,83.01,99,Filial 4,2023-06-21 18:58:06.794203
Delineador líquido,Eletrodomésticos,80.51,56,Filial 5,2022-11-07 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,90.76,35,Filial 4,2023-03-26 18:58:06.794203
Delineador líquido,Alimentos,7.68,10,Filial 1,2023-05-07 18:58:06.794203
Pó compacto,Eletrodomésticos,15.95,46,Filial 4,2023-01-03 18:58:06.794203
Máscara de cílios,Eletrônicos,1.14,26,Filial 9,2022-09-19 18:58:06.794203
Base líquida,Roupas,38.15,13,Filial 9,2023-01-02 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,61.38,6,Filial 5,2023-04-12 18:58:06.794203
Blush em pó,Alimentos,53.73,77,Filial 9,2023-02-26 18:58:06.794203
Batom matte,Alimentos,83.03,22,Filial 4,2023-04-10 18:58:06.794203
Blush em pó,Alimentos,80.9,57,Filial 2,2023-02-25 18:58:06.794203
Corretivo,Eletrodomésticos,84.55,95,Filial 7,2022-11-15 18:58:06.794203
Batom líquido,Alimentos,94.41,63,Filial 8,2022-11-06 18:58:06.794203
Máscara de cílios,Alimentos,33.08,83,Filial 1,2023-08-22 18:58:06.794203
Delineador líquido,Alimentos,52.37,39,Filial 8,2023-01-06 18:58:06.794203
Base líquida,Roupas,61.57,64,Filial 5,2023-08-25 18:58:06.794203
Corretivo,Alimentos,91.95,82,Filial 2,2023-08-25 18:58:06.794203
Base líquida,Eletrodomésticos,51.46,74,Filial 1,2023-04-08 18:58:06.794203
Batom líquido,Alimentos,62.31,61,Filial 10,2022-12-30 18:58:06.794203
Batom matte,Alimentos,79.0,55,Filial 1,2023-04-27 18:58:06.794203
Batom líquido,Roupas,48.84,78,Filial 5,2022-12-28 18:58:06.794203
Delineador líquido,Alimentos,35.21,29,Filial 2,2023-05-08 18:58:06.794203
Base líquida,Alimentos,14.93,61,Filial 3,2023-01-13 18:58:06.794203
Blush em pó,Alimentos,51.78,59,Filial 5,2022-11-10 18:58:06.794203
Sombra de olhos,Eletrodomésticos,53.31,5,Filial 3,2023-06-11 18:58:06.794203
Máscara de cílios,Alimentos,36.04,71,Filial 6,2023-06-01 18:58:06.794203
Batom matte,Roupas,79.81,48,Filial 7,2022-12-23 18:58:06.794203
Batom matte,Roupas,46.44,43,Filial 10,2023-07-06 18:58:06.794203
Batom líquido,Alimentos,19.04,71,Filial 6,2023-08-20 18:58:06.794203
Delineador líquido,Roupas,21.13,8,Filial 7,2022-09-12 18:58:06.794203
Sombra de olhos,Roupas,74.45,58,Filial 3,2022-09-26 18:58:06.794203
Delineador líquido,Eletrônicos,47.28,81,Filial 7,2022-12-25 18:58:06.794203
Corretivo,Eletrônicos,97.55,80,Filial 8,2023-03-10 18:58:06.794203
Pó compacto,Roupas,57.63,91,Filial 9,2023-07-31 18:58:06.794203
Máscara de cílios,Eletrodomésticos,90.96,41,Filial 9,2023-04-04 18:58:06.794203
Batom matte,Eletrônicos,23.11,94,Filial 9,2023-06-04 18:58:06.794203
Corretivo,Eletrodomésticos,61.93,54,Filial 7,2023-01-17 18:58:06.794203
Corretivo,Eletrodomésticos,91.75,14,Filial 3,2023-06-20 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,5.78,81,Filial 10,2023-03-06 18:58:06.794203
Pó compacto,Eletrônicos,43.19,59,Filial 1,2023-02-09 18:58:06.794203
Base líquida,Eletrônicos,56.12,40,Filial 9,2023-04-27 18:58:06.794203
Sombra de olhos,Eletrônicos,11.85,81,Filial 9,2023-05-01 18:58:06.794203
Delineador líquido,Eletrodomésticos,87.51,87,Filial 10,2023-06-28 18:58:06.794203
Blush em pó,Alimentos,20.76,24,Filial 2,2022-10-27 18:58:06.794203
Sombra de olhos,Roupas,16.97,49,Filial 8,2023-06-08 18:58:06.794203
Corretivo,Eletrônicos,50.98,52,Filial 9,2022-09-13 18:58:06.794203
Máscara de cílios,Eletrônicos,17.15,47,Filial 10,2023-09-05 18:58:06.794203
Batom líquido,Alimentos,9.74,81,Filial 5,2023-07-02 18:58:06.794203
Blush em pó,Roupas,26.85,59,Filial 8,2023-01-23 18:58:06.794203
Delineador líquido,Alimentos,50.86,46,Filial 8,2023-08-23 18:58:06.794203
Sombra de olhos,Eletrônicos,65.32,46,Filial 8,2023-02-23 18:58:06.794203
Pó compacto,Roupas,74.64,1,Filial 6,2022-10-31 18:58:06.794203
Batom líquido,Eletrônicos,52.92,25,Filial 4,2023-07-18 18:58:06.794203
Blush em pó,Alimentos,74.34,57,Filial 1,2023-04-19 18:58:06.794203
Pó compacto,Roupas,97.73,96,Filial 4,2023-01-19 18:58:06.794203
Blush em pó,Roupas,71.76,20,Filial 7,2023-06-28 18:58:06.794203
Delineador líquido,Alimentos,58.0,52,Filial 8,2023-05-31 18:58:06.794203
Delineador líquido,Eletrônicos,73.78,62,Filial 10,2023-07-29 18:58:06.794203
Corretivo,Eletrônicos,10.86,70,Filial 4,2023-06-11 18:58:06.794203
Delineador líquido,Alimentos,51.84,90,Filial 7,2023-03-16 18:58:06.794203
Pó compacto,Roupas,7.03,71,Filial 9,2023-03-25 18:58:06.794203
Sombra de olhos,Roupas,99.93,18,Filial 8,2023-04-09 18:58:06.794203
Blush em pó,Eletrodomésticos,2.6,72,Filial 1,2023-07-09 18:58:06.794203
Corretivo,Eletrônicos,60.19,50,Filial 3,2023-06-25 18:58:06.794203
Batom matte,Alimentos,45.11,95,Filial 1,2022-11-21 18:58:06.794203
Lápis de sobrancelha,Roupas,47.55,57,Filial 1,2023-03-29 18:58:06.794203
Máscara de cílios,Eletrônicos,35.51,88,Filial 10,2023-07-01 18:58:06.794203
Batom matte,Roupas,33.6,37,Filial 2,2023-04-14 18:58:06.794203
Blush em pó,Eletrodomésticos,55.23,100,Filial 7,2023-03-16 18:58:06.794203
Lápis de sobrancelha,Alimentos,56.08,25,Filial 4,2022-11-24 18:58:06.794203
Batom líquido,Eletrodomésticos,35.95,17,Filial 10,2022-09-24 18:58:06.794203
Batom líquido,Eletrônicos,51.44,42,Filial 6,2023-05-25 18:58:06.794203
Pó compacto,Eletrodomésticos,25.2,21,Filial 4,2023-02-18 18:58:06.794203
Corretivo,Eletrônicos,21.37,59,Filial 7,2023-08-16 18:58:06.794203
Sombra de olhos,Eletrônicos,37.27,48,Filial 9,2023-08-22 18:58:06.794203
Base líquida,Roupas,91.77,14,Filial 6,2022-11-02 18:58:06.794203
Blush em pó,Eletrônicos,54.46,96,Filial 9,2022-09-25 18:58:06.794203
Corretivo,Eletrônicos,58.01,75,Filial 4,2022-11-21 18:58:06.794203
Batom líquido,Eletrônicos,74.45,22,Filial 4,2023-02-28 18:58:06.794203
Sombra de olhos,Alimentos,36.8,24,Filial 9,2023-01-02 18:58:06.794203
Batom líquido,Alimentos,69.54,2,Filial 7,2023-05-10 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,39.21,9,Filial 2,2023-08-19 18:58:06.794203
Lápis de sobrancelha,Alimentos,70.53,29,Filial 10,2022-11-25 18:58:06.794203
Lápis de sobrancelha,Alimentos,8.39,48,Filial 10,2023-01-30 18:58:06.794203
Lápis de sobrancelha,Alimentos,37.45,63,Filial 7,2023-08-25 18:58:06.794203
Batom líquido,Roupas,87.25,81,Filial 5,2023-06-17 18:58:06.794203
Blush em pó,Roupas,10.18,26,Filial 9,2023-05-03 18:58:06.794203
Batom líquido,Alimentos,15.88,87,Filial 6,2023-08-29 18:58:06.794203
Base líquida,Eletrônicos,54.67,10,Filial 3,2022-11-12 18:58:06.794203
Base líquida,Eletrodomésticos,21.53,89,Filial 6,2023-06-21 18:58:06.794203
Base líquida,Roupas,3.96,52,Filial 4,2023-08-29 18:58:06.794203
Delineador líquido,Eletrodomésticos,77.86,71,Filial 5,2023-07-30 18:58:06.794203
Batom matte,Alimentos,18.72,83,Filial 5,2022-10-29 18:58:06.794203
Sombra de olhos,Alimentos,26.19,25,Filial 7,2023-02-14 18:58:06.794203
Lápis de sobrancelha,Alimentos,67.76,80,Filial 9,2023-03-20 18:58:06.794203
Pó compacto,Alimentos,98.89,66,Filial 9,2023-06-21 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,17.8,15,Filial 8,2022-09-08 18:58:06.794203
Corretivo,Eletrônicos,55.82,9,Filial 9,2022-09-17 18:58:06.794203
Batom líquido,Eletrodomésticos,21.05,26,Filial 6,2023-05-28 18:58:06.794203
Delineador líquido,Alimentos,91.2,60,Filial 8,2022-11-10 18:58:06.794203
Sombra de olhos,Eletrônicos,12.96,54,Filial 10,2023-06-22 18:58:06.794203
Máscara de cílios,Roupas,51.5,48,Filial 9,2023-03-05 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,40.02,93,Filial 10,2022-11-07 18:58:06.794203
Batom matte,Alimentos,47.55,18,Filial 4,2023-06-23 18:58:06.794203
Delineador líquido,Alimentos,66.22,23,Filial 3,2023-08-13 18:58:06.794203
Delineador líquido,Eletrodomésticos,28.81,74,Filial 8,2023-02-22 18:58:06.794203
Base líquida,Eletrônicos,38.6,53,Filial 7,2023-06-19 18:58:06.794203
Corretivo,Eletrônicos,23.67,79,Filial 5,2022-12-11 18:58:06.794203
Base líquida,Eletrônicos,7.44,78,Filial 2,2023-04-04 18:58:06.794203
Máscara de cílios,Eletrônicos,66.33,85,Filial 7,2023-08-09 18:58:06.794203
Corretivo,Roupas,69.26,6,Filial 8,2023-01-04 18:58:06.794203
Batom matte,Eletrônicos,54.9,62,Filial 9,2023-04-04 18:58:06.794203
Batom líquido,Alimentos,58.95,85,Filial 8,2023-02-03 18:58:06.794203
Blush em pó,Eletrodomésticos,28.04,14,Filial 3,2023-05-28 18:58:06.794203
Sombra de olhos,Roupas,52.67,58,Filial 10,2022-10-10 18:58:06.794203
Pó compacto,Roupas,55.35,82,Filial 5,2022-10-08 18:58:06.794203
Batom líquido,Eletrodomésticos,96.84,73,Filial 2,2023-05-24 18:58:06.794203
Batom matte,Alimentos,78.84,52,Filial 8,2022-09-10 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,58.64,85,Filial 8,2023-06-20 18:58:06.794203
Máscara de cílios,Alimentos,74.82,5,Filial 5,2023-01-26 18:58:06.794203
Sombra de olhos,Alimentos,94.37,88,Filial 8,2023-01-16 18:58:06.794203
Sombra de olhos,Alimentos,20.86,93,Filial 4,2023-02-22 18:58:06.794203
Corretivo,Alimentos,34.21,30,Filial 5,2023-07-08 18:58:06.794203
Sombra de olhos,Eletrônicos,3.1,94,Filial 6,2022-12-12 18:58:06.794203
Blush em pó,Roupas,22.81,38,Filial 8,2023-02-28 18:58:06.794203
Batom matte,Eletrônicos,45.86,82,Filial 1,2023-04-16 18:58:06.794203
Batom líquido,Eletrodomésticos,68.96,41,Filial 10,2022-12-14 18:58:06.794203
Sombra de olhos,Alimentos,5.06,87,Filial 2,2022-12-24 18:58:06.794203
Batom matte,Alimentos,40.19,17,Filial 4,2023-07-23 18:58:06.794203
Corretivo,Roupas,42.97,50,Filial 2,2022-10-18 18:58:06.794203
Batom matte,Eletrodomésticos,12.76,90,Filial 7,2023-04-28 18:58:06.794203
Blush em pó,Eletrodomésticos,2.01,97,Filial 3,2022-10-03 18:58:06.794203
Batom matte,Alimentos,58.82,11,Filial 4,2023-06-19 18:58:06.794203
Corretivo,Roupas,4.81,32,Filial 10,2023-07-16 18:58:06.794203
Delineador líquido,Eletrodomésticos,54.49,92,Filial 8,2023-01-18 18:58:06.794203
Pó compacto,Eletrodomésticos,42.68,86,Filial 7,2023-05-19 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,15.11,54,Filial 3,2023-01-23 18:58:06.794203
Blush em pó,Eletrônicos,88.54,6,Filial 4,2023-07-01 18:58:06.794203
Blush em pó,Eletrodomésticos,82.68,76,Filial 9,2022-12-20 18:58:06.794203
Pó compacto,Alimentos,44.12,4,Filial 5,2023-05-26 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,97.86,1,Filial 5,2023-04-29 18:58:06.794203
Delineador líquido,Eletrodomésticos,79.43,49,Filial 9,2023-08-16 18:58:06.794203
Lápis de sobrancelha,Roupas,8.16,81,Filial 2,2023-04-06 18:58:06.794203
Delineador líquido,Eletrônicos,5.23,26,Filial 10,2023-05-29 18:58:06.794203
Máscara de cílios,Eletrônicos,60.26,93,Filial 5,2023-05-16 18:58:06.794203
Base líquida,Eletrodomésticos,46.93,95,Filial 7,2023-03-20 18:58:06.794203
Batom líquido,Roupas,97.92,81,Filial 6,2023-07-21 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,63.77,14,Filial 7,2023-05-02 18:58:06.794203
Blush em pó,Eletrodomésticos,2.71,53,Filial 4,2023-08-26 18:58:06.794203
Lápis de sobrancelha,Alimentos,18.45,51,Filial 7,2023-05-02 18:58:06.794203
Base líquida,Eletrônicos,85.92,31,Filial 4,2023-05-04 18:58:06.794203
Sombra de olhos,Roupas,14.67,95,Filial 2,2023-02-24 18:58:06.794203
Delineador líquido,Roupas,6.45,77,Filial 5,2023-03-24 18:58:06.794203
Máscara de cílios,Roupas,27.51,53,Filial 8,2023-08-09 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,55.34,54,Filial 8,2023-06-28 18:58:06.794203
Base líquida,Eletrodomésticos,21.09,96,Filial 7,2022-09-06 18:58:06.794203
Máscara de cílios,Alimentos,10.54,47,Filial 5,2023-04-30 18:58:06.794203
Sombra de olhos,Alimentos,23.49,38,Filial 7,2023-07-04 18:58:06.794203
Pó compacto,Eletrônicos,60.92,33,Filial 1,2023-03-06 18:58:06.794203
Batom matte,Eletrodomésticos,61.19,14,Filial 3,2022-09-08 18:58:06.794203
Corretivo,Roupas,94.74,44,Filial 6,2023-08-14 18:58:06.794203
Base líquida,Alimentos,2.28,24,Filial 6,2022-12-20 18:58:06.794203
Pó compacto,Eletrodomésticos,36.76,85,Filial 5,2023-01-03 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,63.12,29,Filial 9,2023-07-26 18:58:06.794203
Corretivo,Roupas,81.99,70,Filial 8,2023-02-28 18:58:06.794203
Pó compacto,Eletrodomésticos,79.47,68,Filial 2,2023-08-09 18:58:06.794203
Blush em pó,Eletrodomésticos,31.93,43,Filial 1,2023-06-09 18:58:06.794203
Sombra de olhos,Eletrodomésticos,2.96,7,Filial 5,2023-02-15 18:58:06.794203
Batom matte,Roupas,88.32,55,Filial 3,2022-09-14 18:58:06.794203
Máscara de cílios,Eletrônicos,34.04,46,Filial 4,2023-02-05 18:58:06.794203
Blush em pó,Eletrodomésticos,90.69,3,Filial 10,2023-05-13 18:58:06.794203
Pó compacto,Eletrodomésticos,50.86,96,Filial 10,2023-02-15 18:58:06.794203
Base líquida,Roupas,81.99,93,Filial 4,2023-08-27 18:58:06.794203
Pó compacto,Eletrônicos,10.78,4,Filial 4,2023-07-23 18:58:06.794203
Delineador líquido,Roupas,29.41,81,Filial 7,2023-02-20 18:58:06.794203
Blush em pó,Eletrônicos,32.15,91,Filial 4,2023-07-11 18:58:06.794203
Delineador líquido,Eletrônicos,8.07,35,Filial 4,2023-08-13 18:58:06.794203
Delineador líquido,Eletrônicos,77.62,61,Filial 7,2022-11-29 18:58:06.794203
Pó compacto,Alimentos,93.45,97,Filial 7,2022-09-13 18:58:06.794203
Lápis de sobrancelha,Eletrônicos,64.73,36,Filial 6,2022-09-29 18:58:06.794203
Corretivo,Eletrônicos,64.33,94,Filial 8,2022-09-13 18:58:06.794203
Delineador líquido,Roupas,67.26,23,Filial 9,2022-12-26 18:58:06.794203
Lápis de sobrancelha,Eletrodomésticos,16.25,37,Filial 3,2023-08-17 18:58:06.794203
Pó compacto,Alimentos,56.89,32,Filial 6,2023-08-11 18:58:06.794203
Máscara de cílios,Eletrônicos,34.35,10,Filial 1,2022-09-11 18:58:06.794203
Base líquida,Eletrônicos,21.36,55,Filial 1,2023-09-02 18:58:06.794203
Corretivo,Roupas,32.32,38,Filial 7,2023-07-04 18:58:06.794203
Lápis de sobrancelha,Roupas,74.55,24,Filial 6,2023-05-20 18:58:06.794203
Delineador líquido,Alimentos,81.82,4,Filial 1,2023-04-14 18:58:06.794203
Base líquida,Eletrônicos,73.95,74,Filial 4,2023-03-15 18:58:06.794203
Delineador líquido,Alimentos,63.84,63,Filial 8,2023-07-25 18:58:06.794203
Batom líquido,Eletrodomésticos,6.92,92,Filial 3,2023-06-04 18:58:06.794203
Corretivo,Eletrodomésticos,25.15,90,Filial 4,2023-01-12 18:58:06.794203
Base líquida,Roupas,84.33,68,Filial 4,2023-05-10 18:58:06.794203
Pó compacto,Alimentos,61.22,30,Filial 10,2023-08-22 18:58:06.794203
Batom líquido,Alimentos,77.76,18,Filial 9,2023-08-11 18:58:06.794203
Batom matte,Roupas,66.14,51,Filial 10,2023-01-04 18:58:06.794203
Batom líquido,Eletrodomésticos,10.88,32,Filial 7,2023-03-18 18:58:06.794203
Pó compacto,Alimentos,99.7,97,Filial 3,2023-08-11 18:58:06.794203
Máscara de cílios,Alimentos,61.35,41,Filial 2,2023-03-24 18:58:06.794203
Base líquida,Alimentos,17.78,49,Filial 4,2022-10-14 18:58:06.794203
Pó compacto,Alimentos,59.17,40,Filial 4,2023-05-21 18:58:06.794203
Base líquida,Eletrônicos,5.48,78,Filial 5,2022-10-20 18:58:06.794203
Base líquida,Eletrônicos,5.61,5,Filial 5,2023-04-12 18:58:06.794203
Sombra de olhos,Roupas,70.48,48,Filial 10,2022-12-29 18:58:06.794203
Pó compacto,Eletrodomésticos,52.68,24,Filial 1,2023-03-18 18:58:06.794203
Base líquida,Alimentos,31.7,83,Filial 1,2023-05-29 18:58:06.794203
Corretivo,Eletrodomésticos,46.65,27,Filial 1,2023-07-21 18:58:06.794203
Blush em pó,Alimentos,93.55,81,Filial 4,2022-12-28 18:58:06.794203
Delineador líquido,Roupas,97.79,58,Filial 2,2023-01-15 18:58:06.794203
Batom matte,Roupas,50.69,50,Filial 4,2023-04-30 18:58:06.794203
Delineador líquido,Eletrônicos,68.06,14,Filial 2,2022-09-23 18:58:06.794203
Delineador líquido,Eletrônicos,8.06,81,Filial 7,2022-10-22 18:58:06.794203
Blush em pó,Alimentos,97.12,24,Filial 5,2023-05-24 18:58:06.794203
Máscara de cílios,Roupas,48.11,21,Filial 1,2023-07-12 18:58:06.794203
Batom matte,Roupas,72.28,32,Filial 2,2023-05-16 18:58:06.794203
Blush em pó,Roupas,8.66,88,Filial 3,2022-10-14 18:58:06.794203
Lápis de sobrancelha,Alimentos,94.08,94,Filial 7,2022-11-20 18:58:06.794203
Corretivo,Roupas,5.6,49,Filial 4,2023-07-16 18:58:06.794203
Pó compacto,Eletrônicos,22.36,16,Filial 3,2023-01-24 18:58:06.794203
Base líquida,Roupas,3.79,5,Filial 5,2022-12-18 18:58:06.794203
Sombra de olhos,Eletrônicos,41.73,5,Filial 6,2022-11-21 18:58:06.794203